# key	english
Dialogues/prepAgentMaterialRecognize1	<voice type=question>\nIs the Agent limping?
Dialogues/prepAgentMaterialRecognize2	<voice type=question>\nWait...
Dialogues/prepAgentMaterialRecognize3	<voice type=surprise>\nIs this black fabric a fragment of his suit?!
Dialogues/prepAgentMaterialConfront1	<voice type=greeting>\nBless the President!\n<voice type=question>\nDear Mr. Agent, can I ask you a question?
Dialogues/agentAgentMaterialConfront2	<voice type=question>\nWhat is it, citizen?
Dialogues/prepAgentMaterialConfront3	<voice type=question>\nCould you explain how this fragment of your suit ended up on the grounds of Murricaville State Farm?
Dialogues/agentAgentMaterialConfront4.1	<voice type=question>\n?
Dialogues/agentAgentMaterialConfront4.2	<voice type=surprise>\n?!?!
Dialogues/agentAgentMaterialConfront5	<voice type=negation>\nThis is unacceptable, Citizen.\n<voice type=anger>\nFrom now on, you are banned from entering the farm!\n<voice type=order>\nEspecially on the next Sunday!
Dialogues/agentAgentMaterialConfront6	<voice type=disappointment>\nUhm...
Dialogues/agentAgentMaterialConfront7	<voice type=negation>\nNo, wait. I don't have anyone to replace you.\n<voice type=acceptance>\nWhat I meant is... you need to double your efforts on the farm, Citizen.\n<voice type=order>\nYou can expect a formal letter with updated requirements very soon.\nBless the President.
Dialogues/prepAgentMaterialConfront8	<voice type=laugh>\nThat was... very interesting.\n<voice type=question>\nSunday, you say?
Dialogues/prepPlayesSeeAgent1	<voice type=surprise>\nThe Agent?\n<voice type=question>\nWhat is he doing here at this time?\n<voice type=question>\nI thought he was gone for good.
Dialogues/prepNightAgent1	<voice type=question>\nIs it a proper time for inspection?
Dialogues/agentNightAgent2	<voice type=order>\nIt's always a proper time for inspection.
Dialogues/agentNightAgent3	<voice type=order>\nMr. Prepper, let's be serious now.\nI know about your... investigation.
Dialogues/prepNightAgent4	<voice type=question>\nOh, I'm always serious. What about it, Mr. Agent?
Dialogues/agentNightAgent5	<voice type=order>\nMr. Prepper, please stop getting involved in this.\n<voice type=order>\nThis is an official order from the authorities.
Dialogues/agentNightAgent6	<voice type=order>\nAnd stay out of the farm on Sunday. Take a well-deserved day off.
Dialogues/prepNightAgent7	<voice type=question>\nSure thing. Who'd want to work on Sunday anyway?
Dialogues/prepSundayOnFarm1	So it is a lovely sunday.\n<voice type=laugh>\nAnd I am on the farm. Don't tell the authorities.
Dialogues/prepSundayOnFarm2	Everything looks normal so far... \nI must be missing something.
Dialogues/prepSundayOnFarm3	No point in waiting.\nI'll better do something else.\nMaybe something will come up later. 
Dialogues/prepStawQuest1	In the meantime, I'll investigate the mysterious lake.\n<voice type=question>\nWhat are all the cameras for?\nI'd better not draw too much attention.\n<voice type=question>\nMaybe I'll go fishing and look around?
Dialogues/prepNeedFishingRod	<voice type=negation>\nI need a fishing rod. I won't be very believeable without one.
Dialogues/prepBrokenCamera1	<voice type=question>\nWhat's that? \nA camera...\n<voice type=order>\nI should take it somewhere else for inspection.\n<voice type=order>\nI don't want the Agency to see this.
Dialogues/prepBrokenCamera2	<voice type=negation>\nNo, not here.
Dialogues/prepBrokenCamera3	Okay, let's take a look.
Dialogues/prepBrokenCamera4	<voice type=disappointment>\nHmm, it's broken.\n<voice type=disappointment>\nIt won't turn on.\nI will need some help with this one. 
Dialogues/prepBrokenCameraJoe5	<voice type=acceptance>\nI'm sure Joe can fix a camera.
Dialogues/prepBrokenCameraNoJoe5	<voice type=acceptance>\nI'm sure someone in this town knows how to fix a camera.
Dialogues/prepJoeBrokenCamera1	<voice type=question>\nHey Joe, do you think you can fix this?
Dialogues/joeJoeBrokenCamera2	Another piece of government equipment, eh? Let's see.\n<voice type=negation>\nI'm not sure about fixing, but I might be able to recover some data from it.\n<voice type=question>\nWould that be helpful?
Dialogues/prepJoeBrokenCamera3	<voice type=acceptance>\nYes! Very much!\nWell, I think so...\nIt's worth a try anyway.
Dialogues/joeJoeBrokenCamera4	<voice type=acceptance>\nAlright then. I'll get around to it.
Dialogues/joeJoeBrokenCamera5	Please come back tomorrow.
Dialogues/joeUfoRecoding1	<voice type=surprise>\nHey, Mr. Prepper!\n<voice type=order>\nThis camera that you gave me.\n<voice type=question>\nWhere is it from?\n<voice type=thanks>\nIt's incredible! The recording, it's the proof, finally!
Dialogues/prepUfoRecoding2	<voice type=question>\nHey, hey, Joe, calm down, the proof of what? What did you find out?
Dialogues/joeUfoRecoding3	<voice type=laugh>\nJust look at it!
Dialogues/joeUfoRecoding4	<voice type=thanks>\nIt's clearly a UFO! An unknown flying object! A flying saucer!
Dialogues/prepUfoRecoding5	<voice type=disappointment>\nUhm... I don't know, Joe. It's very blurry. It can be anything.
Dialogues/prepUfoRecoding6	Oh... the record freezes at 2:59 AM.\nInteresting...
Dialogues/prepUfoRecoding7	I don't know what to do with that knowledge for now, but I'll think about it.\n<voice type=thanks>\nThanks, Joe! Good job.
Dialogues/prepConnectTheDots1	<voice type=order>\nRecording from a government camera, frozen on 2:59 with a possible flying object in the frame.\n<voice type=order>\nThe Agent forbidding me from going to the farm on Sunday. \n<voice type=question>\nIs there a connection? I need to find out what all of this is about. \n<voice type=disappointment>\n(deep breath)\n<voice type=acceptance>\nLet's try to spend a night on the farm and see what happens at 3:00 AM on Sunday.\nWorst case scenario, I just don't get much sleep. 
Dialogues/prepMazeClosed	OPENING SOON\n<voice type=question>\nWhat is this? It looks a bit out of place...
Dialogues/prepMazeOpen	OPEN 
Dialogues/prepMazeDay	"Day maze"
Dialogues/prepMazeNight	"Night maze"
Dialogues/prepMazeDiff1	<voice type=laugh>\n"Difficulty 1"
Dialogues/prepMazeDiff2	"Difficulty 2"
Dialogues/prepMazeDiff3	"Difficulty 3"
Dialogues/prepMazeDiff4	<voice type=order>\n"Difficulty 4"
Dialogues/prepMazeDiff5	<voice type=fear>\n"Difficulty 5"
Dialogues/prepNeedAGun	<voice type=negation>\nI need a gun for that.
Dialogues/prepUFOMazeEnter1	<voice type=question>\nWhat... Oh, wow. Where am I?
Dialogues/prepUFOMazeEnter2	<voice type=disappointment>\nMy head... it's killing me.
Dialogues/prepUFOMazeEnter3	<voice type=fear>\nDamn it! They are still after me!
Dialogues/prepUFOMazeEnter4	<voice type=fear>\nI have to get out of here!
Dialogues/prepUFOScarecrow1	<voice type=greeting>\nOh. Hello, Mr. Scarecrow. This is unexpected.
Dialogues/crowUFOScarecrow2	<voice type=greeting>\nHello, Mr. Prepper.
Dialogues/prepUFOScarecrow2.5	Hello. Not something I say very often.
Dialogues/prepUFOScarecrow3	<voice type=disappointment>\nThis just keeps getting weirder. 
Dialogues/crowUFOScarecrow4	Don't worry, Mr. Prepper. It's just a hallucination. Isn't it?
Dialogues/crowUFOScarecrow5	Tomorrow you will not remember any of this. Any of this.
Dialogues/crowUFOScarecrow6	Don't believe everything that you see. Seeing is believing, seeing is also not believing.
Dialogues/prepUFOScarecrow7	Thank you for that.
Dialogues/prepUFOFeet	<voice type=negation>\nThis... doesn't look right.
Dialogues/prepUFORat	<voice type=disappointment>\nThis is concerning.
Dialogues/prepNeedScizzors	<voice type=negation>\nI need proper shears for this.
Dialogues/prepNeedGoatFood	<voice type=negation>\nI need goat food for this.\nHay is their favourite,\nbut goats can eat almost anything that's not meat.
Dialogues/prepNeedDogFood	<voice type=negation>\nI need dog food for this.\nRat meat is his favorite.\nAny other meat will be fine too.
Dialogues/prepNeedChickenFood	<voice type=negation>\nI need chicken food for this.\nWheat is their favorite.\nCorn, sunflower, or any other seed will be fine too.
Dialogues/prepNeedCowFood	<voice type=negation>\nI need cow food for this.\nHay and Corn is their favourite.\nThey also enjoy some fruit as a little snack.
Dialogues/crowUFOScarecrowBeforeBoss1	<voice type=question>\nDid you know that the aliens are scared of daylight?
Dialogues/crowUFOScarecrowBeforeBoss2	It's true. They seem to be night creatures. Daylight, sweet sun, scares them.
Dialogues/crowUFOScarecrowBeforeBoss3	<voice type=acceptance>\nGood luck! You are very close to the exit. You may see the sun again and again.
Dialogues/prepUFOBoss1	<voice type=disappointment>\nThis is a dead end.
Dialogues/prepUFOBoss2	<voice type=order>\nAlright, bring it on, extraterrestrials!
Dialogues/prepUFOBoss3	<voice type=laugh>\nLet's kick you back to the outer space!
Dialogues/prepUFOBoss4	I will tire them out. I won't be weaker than a bunch of saucer riders.
Dialogues/prepUFOBoss5	And now to find the exit.
Dialogues/prepUFOBossEnd1	<voice type=thanks>\nIt's gone...
Dialogues/prepUFOBossEnd2	for now.
Dialogues/prepUFOBossEnd3	<voice type=thanks>\nIt seems that my headache is gone too.
Dialogues/prepUFOBossEnd4	<voice type=thanks>\nAnd this looks like an exit. Finally!
Dialogues/old_willAfterConfrontation1	Mr. Prepper! You look like death itself! What happened?
Dialogues/old_prepAfterConfrontation2	Oh, do I? \nI feel pretty good,\nbut I must say it was close. \nI just fought off a bunch of aliens, as one does.
Dialogues/old_willAfterConfrontation3	You sound like a crazy person, Mr. Prepper.
Dialogues/old_prepAfterConfrontation4	Oh? I don't know anymore what 'crazy' means in Murricaville.\nUFOs are real and they're here.\nThe aliens are real.\nAnd your animals have been abducted by the intruders from outer space.
Dialogues/old_willAfterConfrontation5	Incredible! My animals! This is practically a declaration of war!
Dialogues/old_prepAfterConfrontation6	...Right.\nSo what now?
Dialogues/old_willAfterConfrontation7	Why do you ask me? \nYou are an ingenious inventor, engineer, constructor, prepper and gentleman, right? \nI'm sure you can figure something out.
Dialogues/old_prepAfterConfrontation8	Figure out what exactly?
Dialogues/old_willAfterConfrontation9	A way to destroy the aliens once and for all, of course!\nWhat else could we do?\nWe need to do this for this farm! And the humanity, possibly.
Dialogues/old_prepAfterConfrontation10	Oh... Right. I'll just defeat the unknown, technologically superior civilization.
Dialogues/old_prepAfterConfrontation11	How did I get myself into this mess?
Dialogues/old_prepAfterConfrontation12	I... I guess I should talk to Joe. He might know what's to be done. 
Dialogues/msagentPreAfterConfrontation1	<voice type=question>\nHello, Mr. Corso. Is Mr. Prepper here?
Dialogues/willPreAfterConfrontation2	No, I don't think so. But he was here yesterday at night...
Dialogues/willPreAfterConfrontation3	He was.. tending to animals.
Dialogues/willPreAfterConfrontation4	One goat was.. ehm... Constipated... and needed some extra care.
Dialogues/msagentPreAfterConfrontation5	<voice type=question>\nFine. And where is Mr. Prepper now?
Dialogues/willPreAfterConfrontation6	I don't know.
Dialogues/willPreAfterConfrontation7	I thought he was sleeping in the barn.
Dialogues/willPreAfterConfrontation8	But now he is gone.
Dialogues/willPreAfterConfrontation9	Do you think something bad might have happen to him?
Dialogues/msagentPreAfterConfrontation10	I just want to know his whereabouts.
Dialogues/msagentPreAfterConfrontation11	<voice type=question>\nDid you notice anything unusual last night?
Dialogues/willPreAfterConfrontation12	Hmm... Now that you mention it... I remember a flash of green light.
Dialogues/willPreAfterConfrontation13	I've seen it from inside my room, through the window.
Dialogues/willPreAfterConfrontation14	In the morning I thought it was just a dream... But maybe it wasn't?
Dialogues/msagentPreAfterConfrontation15	Interesting, thank you.
Dialogues/willPreAfterConfrontation16	Ms Agent, could the Agency maybe send... a searching party to...
Dialogues/msagentPreAfterConfrontation17	<voice type=question>\nTo?
Dialogues/willPreAfterConfrontation18	<voice type=negation>\nAh, nevermind.
Dialogues/willPreAfterConfrontation19	Mr. Prepper probably just couldn't sleep on hay and went back home.
Dialogues/msagentPreAfterConfrontation20	I'm sure he can take care of himself. Thank you, citizen.
Dialogues/willAfterConfrontation1	<voice type=surprise>\nMr. Prepper! You look like death itself! What happened?
Dialogues/prepAfterConfrontation2	<voice type=question>\nOh, do I? \n<voice type=order>\nI feel pretty good,\nbut I must say it was close. \n<voice type=laugh>\nI just fought off a bunch of aliens, as one does.
Dialogues/willAfterConfrontation3	<voice type=disappointment>\nYou sound like a crazy person, Mr. Prepper.
Dialogues/prepAfterConfrontation4	<voice type=question>\nOh? I don't know anymore what 'crazy' means in Murricaville.
Dialogues/willAfterConfrontation5	<voice type=anger>\nShhh, Mr. Prepper! Careful, can't you see who is here...?
Dialogues/prepAfterConfrontation6	<voice type=order>\nYes, I see, Will. I'm not blind.\n<voice type=order>\nListen to me, Will.
Dialogues/prepAfterConfrontation7	<voice type=order>\nAnd you too, Ms. Agent.
Dialogues/msagentAfterConfrontation8	<voice type=question>\nDo you have something to report, Mr. Prepper?
Dialogues/prepAfterConfrontation9	<voice type=acceptance>\nYes. UFOs are real and they're here.\n<voice type=anger>\nThe aliens are real!
Dialogues/prepAfterConfrontation10	<voice type=anger>\nAnd your animals are being abducted by the intruders from outer space, Will.
Dialogues/msagentAfterConfrontation11	<voice type=question>\nAliens, you say?
Dialogues/prepAfterConfrontation12	<voice type=order>\nYes!\n<voice type=disappointment>\nI know you might not believe me, but...
Dialogues/msagentAfterConfrontation13	Oh, I do believe you, Mr. Prepper.
Dialogues/prepAfterConfrontation14	<voice type=question>\n...you do?
Dialogues/msagentAfterConfrontation15	I have no reason not to. Please tell me about your experiences.
Dialogues/prepAfterConfrontation16	<voice type=upset>\nI... I was abducted.\n<voice type=upset>\nTaken onto their ship by a beam of some sort, and examined. It was terrifying!
Dialogues/willAfterConfrontation17	<voice type=anger>\nThis is outrageous!\n<voice type=anger>\nThis is practically a declaration of war!
Dialogues/msagentAfterConfrontation18	<voice type=laugh>\nWar? Heh.\n<voice type=order>\nHold your horses, citizens.
Dialogues/msagentAfterConfrontation19	We know about the extraterrestrials and the Agency closely monitors their activity.\nEverything is under control and there is no reason to worry.\nBesides, their saucers are covered in force field, and no human technology can penetrate them from the outside.\nThat was shown in our early attempts... I mean, our expert observational assessment.\nAnd our conclusions indicate they do not want to wage a war against us.
Dialogues/msagentAfterConfrontation20	<voice type=surprise>\nOh, how late it is already!\nI still need to file some reports.\nBless the president.
Dialogues/willAfterConfrontation21	<voice type=question>\nWow, what was that about? Is our Ms. Agent a big UFO nerd?
Dialogues/prepAfterConfrontation22	Hm, maybe. But I'm sure she's not telling us the whole truth.
Dialogues/prepAfterConfrontation23	<voice type=disappointment>\nAnd I didn't like being abducted at all.\n<voice type=question>\nSo what do we do now?
Dialogues/willAfterConfrontation24	<voice type=question>\nWhy do you ask me? \n<voice type=question>\nYou are an ingenious inventor, engineer, constructor, prepper and gentleman, right? \nI'm sure you can figure something out.
Dialogues/prepAfterConfrontation25	<voice type=question>\nFigure out what exactly?
Dialogues/willAfterConfrontation26	<voice type=anger>\nA way to destroy the aliens once and for all, of course!\n<voice type=disappointment>\nWhat else could we do?\n<voice type=anger>\nWe need to do this for this farm! And the humanity, possibly.
Dialogues/prepAfterConfrontation27	<voice type=disappointment>\nOh... Right. I'll just defeat the unknown, technologically superior civilization.
Dialogues/prepAfterConfrontation28	<voice type=disappointment>\nHow did I get myself into this mess?
Dialogues/prepAfterConfrontation29	I... I guess I should talk to Joe. He might know what's to be done. \nMs. Agent mentioned something about the UFOs being covered in unpenetrable force field.\nI should keep that information in mind.
Dialogues/prepUFOJoe1	<voice type=greeting>\nHey, Joe.\nI need your advice.
Dialogues/joeUFOJoe2	<voice type=surprise>\nPrepper! What is it?\n<voice type=question>\nDo you have more UFO evidence?
Dialogues/prepUFOJoe3	More than that, in a sense. I had a close encounter of the third kind.\nWell, I don't really know how these kinds are counted, but it was pretty close and personal.
Dialogues/joeUFOJoe4	<voice type=question>\nWhat do you mean...?\n<voice type=surprise>\nWere you... were you abducted?!
Dialogues/prepUFOJoe5	<voice type=acceptance>\nYes, that's the best way to put it.\nI went to the farm at night, and a UFO appeared at 3:00 AM. \nThen a beam of green light pulled me through the roof... And then I passed out.
Dialogues/joeUFOJoe6	<voice type=surprise>\nPrepper, this is incredible!\n<voice type=thanks>\nI dreamt of such an opportunity! I have so many questions!\n<voice type=question>\nDid you see them? How do you feel now?\n<voice type=surprise>\nWere they behind the celestial battle over Nuremberg in 1561?\n<voice type=question>\nHave you checked your body for any weird markings?
Dialogues/prepUFOJoe7	<voice type=negation>\nSlow down, Joe. It's not like they briefed me on their agenda.
Dialogues/joeUFOJoe8	<voice type=acceptance>\nOK, OK. I just got excited. So let's take it slow.\n<voice type=question>\nDoes the UFO always appear at the farm at the same time?
Dialogues/prepUFOJoe9	Yes. And that's why...
Dialogues/joeUFOJoe10	<voice type=surprise>\nPrepper, I need to see this! Take me there!\n<voice type=thanks>\nI will record the whole thing!\n<voice type=laugh>\nThe UFO mysteries will be exposed and I'll be rich and famous!
Dialogues/prepUFOJoe11	<voice type=order>\nJoe, please focus. How can I destroy the UFO?
Dialogues/joeUFOJoe12	<voice type=question>\n...what?\n<voice type=surprise>\nDestroy it?\n<voice type=laugh>\nMr. Prepper, you are crazier than I thought. It's an advanced technology...\nBut then we can observe and study it carefully. Damn, this could be exciting.
Dialogues/prepUFOJoe13	<voice type=question>\nSo, any ideas?
Dialogues/joeUFOJoe14	I need more information. Everything you know.\n<voice type=question>\nWhat did you learn about UFO?
Dialogues/prepUFOJoe15	Hm... Ms. Agent claims that every UFO is protected by a powerful external force field.\nNo human technology can damage it.
Dialogues/joeUFOJoe16	<voice type=surprise>\nForce field! Incredible! This is so exciting.\nOkay. Let's think. \n<voice type=question>\nWe know that the UFO comes to this farm and abducts animals, right?
Dialogues/prepUFOJoe17	Yes, go on.
Dialogues/joeUFOJoe18	So the UFOs must have a way to carry objects through their force fields.\nI know you can make some explosives... and you're in general good with some small arts & crafts. 
Dialogues/joeUFOJoe19	<voice type=order>\nAnd here goes are perfect trap: you could build a fake goat and fill it with explosives!\n<voice type=order>\nThe UFO may be impenetrable from the outside, but they won't expect an attack from the inside. \n<voice type=order>\nIt's a surefire plan, I can tell you.
Dialogues/prepUFOJoe20	I guess we could give it a try. What's the worst that can happen?
Dialogues/joeUFOJoe21	<voice type=question>\nSo when are we doing it?
Dialogues/prepUFOJoe22	Sunday.\n<voice type=order>\nBe ready.
Dialogues/joeUFOJoe23	<voice type=thanks>\nOf course! I will be there.
Dialogues/prepBombCreate1	Okay, it looks...\nconvincing enough. 
Dialogues/prepBombCreate2	But this needs to wait for the next Sunday.
Dialogues/prepBombStillStuffToDo	<voice type=negation>\nNah, I have some things to do before that.
Dialogues/prepBombNotSunday	I have to wait until Sunday with this.
Dialogues/joeJoeMeetWill1	...yes, there have been sightings since the ancient times, and in different cultures: China, Japan, Germany...
Dialogues/willJoeMeetWill2	<voice type=question>\nWow. And do we know what actually brings them here?
Dialogues/joeJoeMeetWill3	They probably want to study us and life on Earth in general.\nAnd there is a hypothesis they are VERY interested in nuclear weapons - many of the sightings occur close to nuclear bases.
Dialogues/willJoeMeetWill4	<voice type=anger>\nI didn't know that! Those outworldly bastards surely want to steal our nukes!
Dialogues/willJoeMeetWill5	<voice type=greeting>\nOh, hi, Mr. Prepper. \nJoe was interested in the incidents on our farm and came to say hello.
Dialogues/joeJoeMeetWill6	<voice type=acceptance>\nThat's right.
Dialogues/willJoeMeetWill7	Joe knows a lot about aliens! Why haven't you mentioned him to me before?
Dialogues/prepJoeMeetWill8	<voice type=disappointment>\nEmm...
Dialogues/willJoeMeetWill8	It's nice talking to someone who gets it, for a change.
Dialogues/prepJoeMeetWill9	I'm glad you two are getting along.
Dialogues/willFarmEnd1	<voice type=question>\nWill that work?
Dialogues/joeFarmEnd2	Oh yes, surely.
Dialogues/prepFarmEnd3	<voice type=disappointment>\nI want to believe.
Dialogues/joeFarmEnd4	<voice type=thanks>\nThis is so exciting!
Dialogues/willFarmEnd5	<voice type=question>\nYou think we are safe here?
Dialogues/joeFarmEnd6	<voice type=negation>\nI don't know if 'safe' applies to the contact of civilizations.\n<voice type=question>\nBut what's the worst that could happen?
Dialogues/prepFarmEnd7	<voice type=question>\nHmm. You could get abducted?
Dialogues/joeFarmEnd8	<voice type=surprise>\nOh boy, when you say it like this, it makes me giddy to run in and let the green light take me!
Dialogues/prepFarmEnd9	<voice type=negation>\nPlease don't.\n<voice type=question>\nWe want to plant a bomb, remember?
Dialogues/joeFarmEnd10	<voice type=disappointment>\nRight, right.
Dialogues/prepFarmEnd11	And don't worry, Will. \nThey only seem to be interested in animals.
Dialogues/willFarmEnd12	<voice type=question>\nBut they have abducted you, right?
Dialogues/joeFarmEnd13	<voice type=surprise>\nOh, look! It begins!
Dialogues/joeFarmEndSecond1	<voice type=laugh>\n...wow.\n<voice type=question>\nHave you guys seen this?
Dialogues/prepFarmEndSecond2	Yes, we have.
Dialogues/joeFarmEndSecond3	<voice type=thanks>\nThis is amazing!\n<voice type=thanks>\nI've waited for something like this all my life! \n<voice type=thanks>\nAll the secret readings, theories, testimonies, gossips - and finally I saw them with my own eyes!
Dialogues/prepFarmEndSecond4	<voice type=laugh>\nYou might be in for a few more treats, I seem to keep attracting weird stuff.
Dialogues/willFarmEndSecond5	<voice type=question>\nPhew. So it's over? 
Dialogues/msagentFarmEndSecond6	<voice type=negation>\nNo, I don't think so, citizens.
Dialogues/willFarmEndSecond7	<voice type=surprise>\nMs. Agent?! Why are you here?
Dialogues/msagentFarmEndSecond8	<voice type=anger>\nI think you've made a terrible mistake.
Dialogues/prepFarmEndSecond9	<voice type=order>\nBut... I only did what I was supposed to do! To protect this farm!
Dialogues/prepFarmEndSecond10	<voice type=question>\nThis is my job here, right?
Dialogues/msagentFarmEndSecond11	<voice type=order>\nI'm afraid this will have consequences. Far-reaching ones, possibly.
Dialogues/msagentFarmEndSecond12	<voice type=negation>\nBut no, don't be afraid, the Agency won't make you any trouble.\nYou didn't exactly follow all the regulations... but you were defending the farm indeed.\nAnd the Agency might be able to make use of the wreckage.
Dialogues/willFarmEndSecond13	<voice type=question>\nSo... what consequences?\n<voice type=fear>\nWill I lose my farm?\n<voice type=disappointment>\nI didn't like it here at first, but... it kind of grew on me.\n<voice type=disappointment>\nThis is my home now.
Dialogues/msagentFarmEndSecond14	<voice type=negation>\nNo, Mr. Corso, you won't lose your post.\nAnd everything will be back to normal from tomorrow. \nThis night just simply never happened.
Dialogues/msagentFarmEndSecond15	Tomorrow morning you will not remember any of this,\nso I can as well say this.\n<voice type=order>\nThey will be back.\nAnd whether they'll start a war or not, it will be bad for us.
Dialogues/msagentFarmEndSecond16	I believe they were protecting a fragile state of balance here on Earth...\nAnd now this balance is off, and the chain reaction might be starting just now.\n<voice type=laugh>\nOK, the show's over, gentlemen. Bzzzt!
Dialogues/old-joeFarmEndSecond7	I bet it wasn't the only saucer flying around here.
Dialogues/old-prepFarmEndSecond8	Yes, you might be right. We need more sustained protection.
Dialogues/old-prepFarmEndSecond9	I will reinforce this barn. \nAfter I'm done with that, it should not be so easy to damage, like it was for this UFO. 
Dialogues/old-willFarmEndSecond10	Thank you, Mr. Prepper. I don't know what I'd do without you!
Dialogues/old-joeFarmEndSecond11	I'm happy you both let me experience that.\nIt was a blast.
Dialogues/prepFarmWakeUp1	<voice type=question>\nMmm... where am I?
Dialogues/prepFarmWakeUp2	<voice type=acceptance>\nOh, okay, the farm. The farm... It looks safe. The animals are safe.
Dialogues/prepFarmWakeUp3	<voice type=question>\nAnd I...
Dialogues/prepFarmWakeUp4	<voice type=surprise>\nWait! I have destroyed the UFO!
Dialogues/prepFarmWakeUp5	Ms. Agent... She was there too.
Dialogues/prepFarmWakeUp6	<voice type=disappointment>\nAh, things are blurry.\n<voice type=question>\nDid she say something... about a war? The world thrown off-balance? A chain reaction? Weird.
Dialogues/prepFarmWakeUp7	<voice type=acceptance>\nAlright, I'll better get back to prepping.
Dialogues/prepGoatDesert1	<voice type=question>\nIt was an Agency's car. What's going on here?
Dialogues/prepGoatDesert2	<voice type=disappointment>\nI'm losing signal...
Dialogues/prepGoatDesert3	<voice type=upset>\nThere is no way to save this one.
Dialogues/prepGoatDesert4	<voice type=surprise>\nWhat the...?!
Dialogues/prepGoatDesert5	<voice type=greeting>\nOh, hello. How did you manage to escape?
Dialogues/prepGoatDesert6	I'd better grab it and get out of here quickly. They might come back.
Dialogues/prepInUFOShip1	<voice type=surprise>\nOoooh--?!
Dialogues/prepInUFOShip2	<voice type=question>\nWhat? What is this place?
Dialogues/prepInUFOShip3	<voice type=anger>\nGet off me!
Dialogues/prepUFOEscape	<voice type=thanks>\nYes! Here we go!
Dialogues/alien1rand1	specimen awake and active
Dialogues/alien1rand2	high intelligence and determination
Dialogues/alien1rand3	specimen seeks to escape
Dialogues/alien2rand1	i hate this planet
Dialogues/alien2rand2	mission in danger
Dialogues/alien2rand3	very intelligent for an earthling
Dialogues/alien3rand1	i miss our last mission on alpha centauri
Dialogues/alien3rand2	what is happening
Dialogues/alien3rand3	earthling escaping
Dialogues/prepNoticeAlien1	<voice type=question>\nWhat... what is this?
Dialogues/prepNoticeAlien2	<voice type=disappointment>\nMy head hurts.\n<voice type=question>\nWhat did they do to me?
Dialogues/prepNoticeAlien3	<voice type=order>\nOK, let's not think about it.\n<voice type=order>\nLet's just ignore it.\n<voice type=order>\nNeed to get out of here.\n<voice type=order>\nFast.
Dialogues/willGoat1Name	<voice type=greeting>\nStevie!
Dialogues/willGoat2Name	<voice type=greeting>\nAngelo!
Dialogues/willChicken1Name	<voice type=greeting>\nEartha!
Dialogues/willChicken2Name	<voice type=greeting>\nGloria!
Dialogues/willChicken3Name	<voice type=greeting>\nAdele!
Dialogues/willThxResqueRand1	<voice type=thanks>\nThank you!
Dialogues/willThxResqueRand2	<voice type=thanks>\nI knew I can count on you, Mr. Prepper!
Dialogues/willThxResqueRand3	<voice type=thanks>\nThanks a lot!
Dialogues/willGoat1Talk1	Now you can get back to quarreling with your friends, you magnificent beast.
Dialogues/willGoat2Talk1	<voice type=order>\nYour family missed you!
Dialogues/willChicken1Talk1	<voice type=acceptance>\nGood to see you back! Stylish as always.
Dialogues/willChicken2Talk1	<voice type=upset>\nI was afraid for you, I was petrified! Welcome back.
Dialogues/willChicken3Talk1	<voice type=question>\nHello, how are you?
Dialogues/willTakeThemBackSingle	I will take it back to the others.
Dialogues/willTakeThemBackMultiple	I will take them back to the others.
Dialogues/willDogeTreat1	Mr. Prepper, give Xeno those treats from me.
Dialogues/willDogeTreat2	He loves that stuff even more than rat meat.\nIt's made according to my own secret recipe.
Dialogues/prepGoatEscapeRand1	<voice type=order>\nWait!
Dialogues/prepGoatEscapeRand2	<voice type=order>\nCome back here!
Dialogues/prepGoatForest1	<voice type=surprise>\nHere it is! One of the goats from the farm.
Dialogues/prepGoatForest2	<voice type=question>\nIt's acting weird.\n<voice type=question>\nIs it in pain?
Dialogues/prepGoatForest3	Looks like it's fighting something.
Dialogues/prepGoatForest4	<voice type=acceptance>\nOkay... Looks like it has finally calmed down.
Dialogues/prepGoatForest5	Come on, buddy, I will take you back home.
Dialogues/prepMineChicken1	<voice type=greeting>\nOh, hey, Bob.
Dialogues/prepMineChicken2	<voice type=question>\nI see you got a situation here?
Dialogues/bobMineChicken3	<voice type=upset>\nYes, this chicken is driving me crazy. \nIt just appeared out of nowhere a couple of days ago.\n<voice type=disappointment>\nAnd it is so nimble I can't catch it.
Dialogues/bobMineChicken4	This band on its leg produces a weird sound.\n<voice type=negation>\nI've been worrying it was some sort of transmitter, and I don't want our hideout to be compromised.\n<voice type=fear>\nIs this chicken sent by the government?!
Dialogues/bobMineChicken5	<voice type=question>\nHaha, no, that would be crazy, right?
Dialogues/prepMineChicken6	Don't worry, Bob, I will handle this. \n<voice type=laugh>\nI'm suprisingly good with animals, as it turned out.
Dialogues/prepGrabChicken1	That went well.
Dialogues/prepGrabChicken2	I should bring it back to Will.
Dialogues/bobMineChickenCought1	<voice type=thanks>\nThank you, Prepper, you made it look so easy.
Dialogues/prepMineChickenCought2	I've gained some experience with animals thanks to a work order from our favorite Agency.\n<voice type=question>\nBy the way, how did this chicken get in here?
Dialogues/bobMineChickenCought3	This is a great question.\nIt just suddenly appeared here, it seems.
