# source\tterm\tenglish\nI2Languages (I2.Loc.LanguageSourceAsset)	UI/Blueprint	Blueprint
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SilverMinnow	Silver minnow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSilverMinnow	A shiny, shimmering small fish. It can be held in an aquarium of any size. Filleting this fish will give you a good bait.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WhiteMinnow	White minnow
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWhiteMinnow	White minnow, a common fish, popular in aquariums. It can be held in an aquarium of any size. Filleting this fish will give you a basic bait.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PinkSalmon	Pink salmon
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPinkSalmon	A popular kind of salmon. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RedSalmon	Red salmon
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRedSalmon	A red salmon, very intense both in looks and behavior. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoldTrout	Gold trout
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoldTrout	A gold trout, very sought-after in the fishing community. You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RainbowTrout	Rainbow trout
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRainbowTrout	A very energetic and pretty fish.  You can keep it in your shelter if you have an aquarium room upgrade. Can be turned into fish fillets.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Expert rod	Expert fishing rod
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesExpert rod	A superb fishing rod. Allows you to catch any type of fish and is especially effective with salmons and trouts.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Good rod	Good fishing rod
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGood rod	A decent fishing rod. It will allow you to catch pretty much anything, but it's best suitable for catching the middle-range fish.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Old rod	Old fishing rod
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesOld rod	It's not a cutting-edge fishing technology, but it's better than nothing. You'll be able to catch smaller fish with this, but don't get your hopes high for bigger and stronger ones.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FBasicBait	Basic bait
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFBasicBait	A basic fish bait. It's a way to catch some unsophisticated fish, sure, but don't be surprised if you only pull out some trash.  
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FExelentBait	Excellent bait. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFExelentBait	A bait of excellent quality, the best around. It increases your chance for catching the rarest types of fish.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FGoodBait	Good bait
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFGoodBait	A decent bait. It increases your chance for catching uncommon fish, like silver minnow, black bass, red salmon or white catfish.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FGreatBait	Great bait
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFGreatBait	This great achievement of baiting technology will increase your chance of catching some rare types of fish, like emerald minnow, yellow perch, rainbow trout, or blue catfish.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Anchois	Anchovies
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAnchois	A can of unorthodox anchovies (made of minnows). A snack with a strong and unusual taste.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Bread	Bread
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBread	It's always good to learn how to bake your own bread when facing a long isolation. You can make it from flour and water.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Cheese	Cheese
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCheese	No cheesy description here, just know you can make it out of milk.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CheeseCake	Cheese cake
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCheeseCake	Just like the grannies of Murricaville used to bake.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FarmBasicRecipies	How to Survive on a Farm: Beginner's Guide
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFarmBasicRecipies	This book will help teach how to make the most basic food out of farm products. Fried egg, cheese, grilled fish - this will all come easy.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FarmCookBook	Seasoned Farmer's Cookbook
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFarmCookBook	Make the most of your farming life with this book of advanced recipes.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FishSoup	Fish soup
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFishSoup	It is said that a fish likes to swim! In this case, cooked with an addition of carrots.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FishSoupCan	Canned Fish Soup 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFishSoupCan	Fish soup that will last very long.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FriedEgg	Fried egg
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFriedEgg	A classic choice for a quick breakfast.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Oatmeal	Oatmeal
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesOatmeal	A simple but very nourishing meal out of milk and grains.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PowderMilk	Powdered milk
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPowderMilk	Milk, but in a solid form! You can make it with a dryer.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PreppersMilkShake	Prepper's Milkshake
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPreppersMilkShake	Your milkshake brings all the agents to the yard. This mix of powdered milk, water and dried berries will help you regenerate your preparedness.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoastedFish	Grilled fish
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoastedFish	Grilled fish fillet, very tasty.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestChicken1	Eartha the Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestChicken1	This is her life, what can you do?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestChicken2	Gloria the Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestChicken2	She's got all her life to live.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestChicken3	Adele the Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestChicken3	She was hatched and raised in a summer haze.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestChicken4	Fiona the Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestChicken4	Fiona the Chicken is just there, every single night.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestChicken5	Florence the Chicken
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestChicken5	She's just happy to be on the farm. Never let her go!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestGoatAnimal1	Stevie the Goat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestGoatAnimal1	She goes her own way
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestGoatAnimal2	Angelo the Goat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestGoatAnimal2	Did he fall in love with an alien?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QuestGoatAnimal3	Tom the Goat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQuestGoatAnimal3	Can you hear me, Goat Tom? Sure he can.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AgentLeg	Black piece of fabric
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAgentLeg	Black piece of fabric found stained with blood, found on the farm. Whom might it belong to?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AnimalBand	Tracking band
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAnimalBand	A tracking band worn by goats and chickens from the farm.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Beehive	Beehive
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBeehive	Housing and workplace for your bees. They will gather pollen from the flowers held in the same space as the beehive and produce honey.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BeehiveBig	Big beehive
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBeehiveBig	Bigger beehive for more insects. The bees will produce more honey in shorter time.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BrokenCamera	Broken camera
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBrokenCamera	Government surveillance camera taken out from the lake. Why would this area be observed?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Collar	Dog's collar
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCollar	Dog's collar found in the wheat maze. Maybe it wants it back?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DogCollar	Xeno's collar
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDogCollar	Xeno's collar, apparently left by him as he ran away. Was he unhappy here? Was he lacking anything? Will he return?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FishFilet	Fish fillet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFishFilet	Fish fillet. The bigger the fish, the more fillets you can make out of it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Flowers	Flowers
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFlowers	Can be sold or placed close to bees. Bees will produce honey out of them.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GoatBomb	Goat bomb
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesGoatBomb	Goat carcass with a bomb inside, an incredibly clever trap.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Hey	Hay
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHey	An organic material that can serve both as food for some animals and a lining for their living quarters.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Honey	Honey
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHoney	A sweet and tasty substance produced by bees. Provides some nutrition and regenerates you a bit. Can last for a very long time.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LakeSign	Fish info board
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesLakeSign	Educational info board about all the species of fish you can find and catch in the Murricaville area. Handy!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMilk1	Fresh milk. Mildly nutritional and regenerates some preparedness. An important part of many recipes.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/QweenBee	Queen bee
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesQweenBee	A queen is neccessary to establish a new beehive.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoomUpgradeAquarium	Room Upgrade -  Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoomUpgradeAquarium	Turn one of the rooms in your shelter into an aquarium. You can use your fish for food, but you can also add decorative items to the aquarium and give your underground shelter some underwater charm.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Scizzors	Shears
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesScizzors	Shears for shearing goats. Can be also used as a weapon.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Seed Flower	Flower seeds
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSeed Flower	Plant those to grow flowers; they look pretty. They are also used by bees to produce honey.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Seed Wheat	Wheat seeds
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSeed Wheat	The most popular grain in the world coming also to your shelter! You just need to plant it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TrackingDevice	Tracking device
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTrackingDevice	Tracking device from Joe. This will help you in finding missing animals.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Wheat	Wheat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWheat	Grain with many uses. The main food for some animals, such as goats and hamsters.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MazeEntranceClosed	Closed
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RewardBox	Maze reward box
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MazeScreen	Maze Display
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LootBoxMaze	Maze Chest
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MazeCrateBox	Maze Crate
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WoodenWheel	Wooden Wheel
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWoodenWheel	Decorative wooden wheel that will bring cosy, rustic mood to your shelter.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Horseshoe	Horseshoe
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHorseshoe	Decorative item, traditionally considered to bring luck. True or not, it helps to bring a bit of rustic mood to your shelter.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DogTreat	Dog Treat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDogTreat	A little treat for your dog. It will make him happy.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AnimalsWhispererBook	Animal Charm
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAnimalsWhispererBook	This book will instruct you how to approach various kinds of animals safely so you will be able to pet them. It will also help you strenghten your friendship with your dog.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AnimalExtractionBook	Effective Farming: How to Maximize Benefits from your Animals
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAnimalExtractionBook	This book is an instruction on getting bigger amounts of animal-origin products, such as milk and fur.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FarmInvitation	Work Order - Farm
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DescFarmInvitation	Work order from Agency. Frightening to open.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium1	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium1x2	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium2	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium2x2	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium3	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium3x2	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium4	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeRoomAquarium4x2	Room Aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SmallAquarium	Small aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSmallAquarium	Small round aquarium. You can keep fish of a minnow type in it. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/LargeAquarium	Medium aquarium
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesLargeAquarium	Perfect fit for a table. You can keep minnows, basses and perches in it. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RoomUpgradeFarm	Room Upgrade - Animal Farm
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRoomUpgradeFarm	Turn a room into perfect space for keeping farm animals. Your animals thank you for that and be more productive in return.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WheelLamp	Wheel lamp
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWheelLamp	This retro lamp will add a touch of a medieval dungeon to your shelter room. It doesn't use any electricity, but its light is very weak.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SunLamp	Sun lamp
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSunLamp	This lamp switches between day mode and night mode to help you keep track of natural cycles when you stay underground.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlankCabinetWhite	White plank cabinet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPlankCabinetWhite	Simply designed cabinet made of planks. A white variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlankCabinetRed	Red plank cabinet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPlankCabinetRed	Simply designed cabinet made of planks. A red variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlankCabinetWhiteSmall	Small white plank cabinet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPlankCabinetWhiteSmall	Small, simple cabinet made of planks. A white variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/PlankCabinetRedSmall	Small red plank cabinet
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesPlankCabinetRedSmall	Small, simple cabinet made of planks. A red variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UfoLamp	Ufo lamp
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUfoLamp	A stylish lamp to help you remember your otherworldly adventures. Zeta Reticuli-approved.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SpottedSofaBlackWhite	Spotted sofa - black-white
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSpottedSofaBlackWhite	Relaxing sofa with a rustic feel. Sit back and long for greener pastures. A black-white variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SpottedSofaBrownWhite	Spotted sofa - brown-white
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSpottedSofaBrownWhite	Relaxing sofa with a rustic feel. Sit back and long for greener pastures. A brown-white variant.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/WillAndHenPortrait	American Dystopic
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesWillAndHenPortrait	A working man, his loyal rooster, and a caring government supervisor; contemplate on the traditional American countryside lifestyle with this skillful painting.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BeeWaxCandle	Beeswax candle
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesBeeWaxCandle	Beeswax candle, for when you want some light without electricity or you just want to set up a mood.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Dungarees	Dungarees
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesDungarees	Embody the hands-on, farming spirit with these heavy-duty dungarees.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CheckeredShirt	Plaid shirt
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCheckeredShirt	For those devoted to hard work or those in their cottagecore arc. Either way, it will look great on you.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/FishermanHat	Fisherman hat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesFishermanHat	This beautiful fisherman hat is a trophy proving your mastery of the art of fishing. It also allows you to catch common fish automatically. Wear it with pride!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CoffeeMachine	Coffee Machine
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyCoffeeMachine	Bring the aroma and taste of coffee to your shelter and let this machine serve you. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Halabard	Halberd
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHalabard	This staple of medieval warfare is rather slow, but deals significant damage, has long range and lets you hit multiple enemies at a time. Also, its sheer awesomeness will sow terror in the hearts of your opponents.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Shotgun	Shotgun
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesShotgun	An effective weapon for decimating Murricaville County's wildlife at short range. 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/TeslaCoilGun	Tesla Coil Gun
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesTeslaCoilGun	Ever thought your weapons are just somehow not cool enough? Tesla Coil Gun, hitting your enemies with thunders, will suit you well. Don't worry about ammo, just be careful not to overheat it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/ShotgunShell	Shotgun Shell
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesShotgunShell	A shell for your shotgun.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MysteryBlueprint	Mystery Blueprint
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMysteryBlueprint	Joe says this blueprint is beyond his expertise, but he says it describes a very valuable device. Maybe if you could try to construct it...?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/CoffeeBeans	Coffee bag
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesCoffeeBeans	A bag of coffee with fresh beans from your own produce. Tasty and energizing.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/SeedCoffeaBeans	Coffee seeds
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesSeedCoffeaBeans	Seeds you can use to grow more coffee plants.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinigameUndeadHell	Undead Hell
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMinigameUndeadHell	Find out how well can you prep against the zombie invasion in this exciting tower defence game.  Move around the map and set up towers to shoot the incoming zombies. But watch out, you are not immune to the rockets from your towers! 
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinigameFreedomRoad	Freedom Road
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMinigameFreedomRoad	Show off your evasive manoeuvres in this desert-ride arcade game. Drive away from the obstacles and security forces, collect fuel, and go towards freedom.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinigameEventFlyer	Game Competition Event Flyer
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMinigameEventFlyer	The advert for a game competition. Apparently, you can play a game and win prizes. What's not to like?
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MinigameEventRewardInfo	Game Competition Reward
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMinigameEventRewardInfo	This flyer proudly confirms your score and winnings in a game competition.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearMaterial	Nuclear Material
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearMaterial	Nuclear material. May have some uses in manufacturing advanced items.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Uranium	Uranium Ore
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUranium	Ore with a radioactive element uranium. Can be processed into nuclear material and nuclear fuel.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearRod	Nuclear rod
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearRod	A portion of nuclear fuel. A very efficient source of energy.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/JoeUraniumLetter	Letter from Joe - A Curious Find
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesJoeUraniumLetter	A letter from Joe, scribbled with his wobbly, enthusiastic handwriting.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumGlass	Uranium Glass Bottle
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumGlassRespawn	Uranium Glass Bottle
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUraniumGlass	A decorative glass made with the addition of uranium. It has a distinctive color and glows in UV light.\nIt has a Murricaville Uranium Co. stamp on it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AntiRadiation	Anti-radiation extract
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAntiRadiation	Anti-radiation extract made of radiated mushrooms. Herbalism truly adapted to atomic age.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumMushroom	Radiated Mushroom
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUraniumMushroom	Mushroom taken from the uranium mine, a product of many generations of growing in a radioactive environment. Looks even tasty, but this temptation should be resisted.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumCentrifuge	Uranium Centrifuge
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesUraniumCentrifuge	An advanced piece of nuclear engineering — essentially a washing machine for radioactive isotopes. It enriches uranium into nuclear fuel and can also decontaminate certain irradiated items.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DestroyedHazmatSuit	Destroyed hazmat suit
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GeigerCounter	Geiger Counter
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HazmatBackpack	Hazmat Backpack
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HazmatBackpackV2	Hazmat Backpack
I2Languages (I2.Loc.LanguageSourceAsset)	Items/HazmatBackpackV3	Hazmat Backpack
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesHazmatBackpack	This backpack is specifically designed to shield the user from alpha, beta and gamma radiation. You can safely carry radioactive items in it.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/OldGasMask	Old Gas Mask
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearEngineeringBook	Harnessing the Fabric of Reality: Nuclear Engineering in Your House and Backyard
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearEngineeringBook	Nuclear physic doesn't have to be rocket science! Advice from this book will help you store and enrich uranium, build nuclear generators, and bring the power of atom to your household!
I2Languages (I2.Loc.LanguageSourceAsset)	Items/NuclearGenerator	Nuclear Generator
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesNuclearGenerator	A small, modular nuclear fission reactor. Chain reaction releases immense amount of energy.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/UraniumPickRock	Uranium-rich rock
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RadiatedRatMeat	Radiated rat meat
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesRadiatedRatMeat	This radiated rat meat would surely be a great delicacy in a post-nuclear wasteland. Maybe bombarding with radioactive isotopes brings out rich, intense flavors? In the meantime, it's inadvisable to eat it. If it spoils, it turns into Nuclear Material. You can clear its radiation in a Centrifuge.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassSix	Deeper Mine Pass -1
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMiningPassSix	Pass card to the level -1 in the deeper mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassSeven	Deeper Mine Pass -2
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMiningPassSeven	Pass card to the level -2 in the deeper mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassEight	Deeper Mine Pass -3
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMiningPassEight	Pass card to level -3 in the deeper mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/MiningPassNine	Deeper Mine Pass -4
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesMiningPassNine	Pass card to the level -4 in the deeper mine.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/RadioactiveClothes	Hazmat Suit
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesKeyRadioactiveClothes	There are places that require more protection.\nUse it in radioactive areas – it will protect you from most sources of radiation.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/Lemonade	Lemonade
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesLemonade	Lemonade from a local girl scout. The taste could be better, but it's full of good intentions.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AlienIncubator	Alien Incubator
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAlienIncubator	A piece of life-supporting alien technology. There is some kind of organism inside. Alive or not, hard to say.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AtomicWaste	Atomic waste
I2Languages (I2.Loc.LanguageSourceAsset)	Items/AtomicWasteRespawning	Atomic waste
I2Languages (I2.Loc.LanguageSourceAsset)	Items/DesAtomicWaste	Spent nuclear fuel. Should be kept in a safe and remote place. Ideally.
I2Languages (I2.Loc.LanguageSourceAsset)	Items/BlueberryWildRadioactive	Radioactive blueberry
I2Languages (I2.Loc.LanguageSourceAsset)	Items/GuaranaWildRadioactive	Radioactive guarana
