Добавен е кафемашина.\nДобавени са кафеени зърна.\nОтглеждай свои собствени растения с кафеени зърна.\nDLC преведено на нови езици: френски, японски, италиански, испански.\nПоправен визуален конфликт между шапката на рибаря и слънчевите очила.\nМожеш да запазиш играта като подремнеш.\nПоправени са двойните предложения за месо от Ловкачката.\nДобавени са попъпи \Твърде рано\ и \Твърде късно\ в минииграта за риболов.\nВ лабиринта враговете ще се появяват по-бързо.\nПоправена е възможността постижението Hamster Powered да се отключва, когато не трябва.\nПоправена е възможността за създаване на двойни стаи в ограничена зона.	Добавен е кафемашина.\nДобавени са кафеени зърна.\nОтглеждай свои собствени растения с кафеени зърна.\nDLC преведено на нови езици: френски, японски, италиански, испански.\nПоправен визуален конфликт между шапката на рибаря и слънчевите очила.\nМожеш да запазиш играта като подремнеш.\nПоправени са двойните предложения за месо от Ловкачката.\nДобавени са попъпи \Твърде рано\ и \Твърде късно\ в минииграта за риболов.\nВ лабиринта враговете ще се появяват по-бързо.\nПоправена е възможността постижението Hamster Powered да се отключва, когато не трябва.\nПоправена е възможността за създаване на двойни стаи в ограничена зона.
Бележки към актуализацията 1.30y	Бележки към актуализацията 1.30y
Малки подобрения в производителността за животните.\nПоправен е проблемът със засядането в режим на битка в пустинята, когато една от змиите избяга.\nПоправени са отрицателните числа в информацията за рибарските задачи, когато достигнете максималния ранг на рибаря.\nПоправен е рядък бъг, при който последователността на разговора между г-жа Агент и Уил продължава да се активира всеки път, когато влезете в местоположението на фермата.\nПоправена е битката с боса във Форт Обзървър, която се задейства в грешния момент.\nПоправени са проблеми с посещенията на агенти в режим на трудност (иконите в календара не се актуализират правилно, агентът не идва, когато трябва, и т.н.).\nПоправен е проблемът с кафемашината, която става неизползваема след прекъсване на тока.\nХамстерите вече няма да замръзват по време на работните часове, ако в стаята им няма колело.\nПоправена е грешката, при която нощният лабиринт не се активира правилно в 18 часа.\nМоже би е поправен бъгът, при който засядате на рибарския мост.\nЗнакът за въпрос до настройките за битка в основното меню вече работи правилно.	Малки подобрения в производителността за животните.\nПоправен е проблемът със засядането в режим на битка в пустинята, когато една от змиите избяга.\nПоправени са отрицателните числа в информацията за рибарските задачи, когато достигнете максималния ранг на рибаря.\nПоправен е рядък бъг, при който последователността на разговора между г-жа Агент и Уил продължава да се активира всеки път, когато влезете в местоположението на фермата.\nПоправена е битката с боса във Форт Обзървър, която се задейства в грешния момент.\nПоправени са проблеми с посещенията на агенти в режим на трудност (иконите в календара не се актуализират правилно, агентът не идва, когато трябва, и т.н.).\nПоправен е проблемът с кафемашината, която става неизползваема след прекъсване на тока.\nХамстерите вече няма да замръзват по време на работните часове, ако в стаята им няма колело.\nПоправена е грешката, при която нощният лабиринт не се активира правилно в 18 часа.\nМоже би е поправен бъгът, при който засядате на рибарския мост.\nЗнакът за въпрос до настройките за битка в основното меню вече работи правилно.
Бележки към актуализацията 1.31c	Бележки към актуализацията 1.31c
Нови функции:\n- Добавени са две миниигри на компютъра на г-н Препър: Undead Hell и Freedom Road (купи ги от търговците).\n- Добавени са събития за миниигри - победи рекордите, за да получиш награди.\n- Добавен е бонус време за игра, докато играеш миниигра.\n- Добавен е изследовател на изображения с концептуални изкуства на компютъра на г-н Препър.\n- Добавен е бележник с дневника на г-н Препър на компютъра му.\n\nПоправки на бъгове:\n- Поправен е проблемът с неработещото оръдие Tesla Coil в пустинята.\n- Настройки за подозрение към предмети от Farm DLC са коригирани.\n- Вече не можеш да преминаваш през стените на кораба НЛО (Farm DLC).\n- Поправен е проблемът с невъзможността да се показва информация в подсказка върху иконата на събитието на календара за зачеркнатите дни.\n- Поправен е проблемът с показването на множество събития на НЛО в един и същи ден на календара (Farm DLC).\n- Малки корекции в сцените от Farm DLC.\n- Други дребни поправки	Нови функции:\n- Добавени са две миниигри на компютъра на г-н Препър: Undead Hell и Freedom Road (купи ги от търговците).\n- Добавени са събития за миниигри - победи рекордите, за да получиш награди.\n- Добавен е бонус време за игра, докато играеш миниигра.\n- Добавен е изследовател на изображения с концептуални изкуства на компютъра на г-н Препър.\n- Добавен е бележник с дневника на г-н Препър на компютъра му.\n\nПоправки на бъгове:\n- Поправен е проблемът с неработещото оръдие Tesla Coil в пустинята.\n- Настройки за подозрение към предмети от Farm DLC са коригирани.\n- Вече не можеш да преминаваш през стените на кораба НЛО (Farm DLC).\n- Поправен е проблемът с невъзможността да се показва информация в подсказка върху иконата на събитието на календара за зачеркнатите дни.\n- Поправен е проблемът с показването на множество събития на НЛО в един и същи ден на календара (Farm DLC).\n- Малки корекции в сцените от Farm DLC.\n- Други дребни поправки
Бележки към актуализацията 1.31н	Бележки към актуализацията 1.31н
Препър скоро ще празнува своята трета годишнина! Въпреки че работим по нови проекти, продължаваме да слушаме твоите предложения и да правим подобрения в играта. Този път сме подготвили значителен пакет с нови езици за разширението "Животновъдна ферма". Ето пълния списък:\n\n- Холандски\n- Турски \n- Шведски\n- Тайландски\n- Чешки\n- Португалски	Препър скоро ще празнува своята трета годишнина! Въпреки че работим по нови проекти, продължаваме да слушаме твоите предложения и да правим подобрения в играта. Този път сме подготвили значителен пакет с нови езици за разширението "Животновъдна ферма". Ето пълния списък:\n\n- Холандски\n- Турски \n- Шведски\n- Тайландски\n- Чешки\n- Португалски
Бележки към актуализацията 1.32c	Бележки към актуализацията 1.32c
Нови функции:\n- Добавена е опция за завъртане на предмети с десния бутон на мишката (ДБМ)\n- Добавена е опция за зареждане на едно от последните 30 запаметявания по всяко време\n- Добавена е опция за сортиране на инвентарни предмети и предмети в кутии\n\nПоправки на бъгове и други:\n- ГЛЕМТИЯТ ПОПРАВКА НА СТЪЛБАТА, ДЪЛГО ОЧАКВАНА, КНЕЕЛ ПРЕД НЕЯ\n- Поправен е проблемът с това, че г-н Препър винаги трябваше да завърши изкачването или слизането по стълба, преди да може да му се даде заповед да отиде някъде другаде\n- Поправена е възможността за многократно отвличане, което не беше предвидено\n- Поправен е проблемът с невъзможността за преместване на камерата с клавишите WSAD за известно време след влачене на предмет в инвентара\n- Добавени са някои липсващи преводи	Нови функции:\n- Добавена е опция за завъртане на предмети с десния бутон на мишката (ДБМ)\n- Добавена е опция за зареждане на едно от последните 30 запаметявания по всяко време\n- Добавена е опция за сортиране на инвентарни предмети и предмети в кутии\n\nПоправки на бъгове и други:\n- ГЛЕМТИЯТ ПОПРАВКА НА СТЪЛБАТА, ДЪЛГО ОЧАКВАНА, КНЕЕЛ ПРЕД НЕЯ\n- Поправен е проблемът с това, че г-н Препър винаги трябваше да завърши изкачването или слизането по стълба, преди да може да му се даде заповед да отиде някъде другаде\n- Поправена е възможността за многократно отвличане, което не беше предвидено\n- Поправен е проблемът с невъзможността за преместване на камерата с клавишите WSAD за известно време след влачене на предмет в инвентара\n- Добавени са някои липсващи преводи
Бележки към актуализацията 1.33а	Бележки към актуализацията 1.33а
Нови функции:\n- Персонализиран игрови режим\n- Опции за персонализация на играта\n- Форма за обратна връзка за настройките на персонализирания игрови режим\n\nПоправки на грешки и други промени:\n- Отстранени проблеми, при които г-н Препър се заклещва или изчезва, докато лови риба или влиза в моста за риболов.\n- В ход са някои корекции на цените на търговците.\n- Поправена грешка, която позволяваше да се вземат монитори от Форт Наблюдател.\n- Деактивирана е ротацията на кафе машината.\n- Поправена грешка, свързана с връщането на кучето.\n- Поправена е сортировката на дните в прозореца Зареди предишни дни.\n- заедно с много други по-малки поправки.	Нови функции:\n- Персонализиран игрови режим\n- Опции за персонализация на играта\n- Форма за обратна връзка за настройките на персонализирания игрови режим\n\nПоправки на грешки и други промени:\n- Отстранени проблеми, при които г-н Препър се заклещва или изчезва, докато лови риба или влиза в моста за риболов.\n- В ход са някои корекции на цените на търговците.\n- Поправена грешка, която позволяваше да се вземат монитори от Форт Наблюдател.\n- Деактивирана е ротацията на кафе машината.\n- Поправена грешка, свързана с връщането на кучето.\n- Поправена е сортировката на дните в прозореца Зареди предишни дни.\n- заедно с много други по-малки поправки.
Бележки към актуализацията 1.34f	Бележки към актуализацията 1.34f
Поправени са проблеми с зареждането на много стари запазени файлове.\nПоправена е шрифтовете и знаците в DLC за фермата.\nКорекции в настройките на персонализирания режим.\nПоправени са проблеми с излизането от житната лабиринт след отвличане от НЛО с персонализирани времеви настройки.\nПоправен е рядък проблем, при който събитията не се задействаха правилно в някои запазени файлове.\nПоправени са места, които не се отключваха правилно в режим Sandbox.\nПоправени са иконите с информация, които изчезваха твърде бързо, когато ги преместите.	Поправени са проблеми с зареждането на много стари запазени файлове.\nПоправена е шрифтовете и знаците в DLC за фермата.\nКорекции в настройките на персонализирания режим.\nПоправени са проблеми с излизането от житната лабиринт след отвличане от НЛО с персонализирани времеви настройки.\nПоправен е рядък проблем, при който събитията не се задействаха правилно в някои запазени файлове.\nПоправени са места, които не се отключваха правилно в режим Sandbox.\nПоправени са иконите с информация, които изчезваха твърде бързо, когато ги преместите.
Бележки към актуализацията 1.34h	Бележки към актуализацията 1.34h
Нови функции и съдържание:\n- НОВО DLC - Уранов проект\n- Нов NPC - Скаут момиче: Купи лимонада (и други специални оферти)\n- Механика на експедициите - изпращай скаут момичето на мисии, за да ти донесе ресурси\n- Отглеждай лимон в бункера си\n\nНови предмети (Основна игра)\n- Лимонови семена\n- Лимон\n- Лимонада\n- Рецепта за лимонада\n- И още много в новото DLC\n\nПоправки на грешки и други промени:\n- Добавена опция да включваш и изключваш лампите и превключвателите с LMB\n- Добавени някои нови статии във вестника\n- Гайгер броят вече може да се разглобява и изработва\n- Поправени липсващи звуци при добиване на минерали и рязане на дървета\n- Поправен бъг, който правеше препъра заклещен след атака по време на смяна на оръжия\n- Някои корекции в потребителския интерфейс\n- Поправена грешка със червения залез след бягане от първата вълча битка\n- Коригирани някои икони за предмети\n- Премахната опцията "отвори", която не правеше нищо на някои сандъци в пустинята\n- Поправена визуална грешка при надграждане на стаята аквариум, която имаше случайни проблеми с визията\n- Поправен "Горският ходещ" (The Bush Walker)\n- Поправено никога не се запазват нива 3-5 в гората\n- Поправена грешка при заклещване на рибарския кей след проверка на счупена камера\n- Поправени случайни визуални бъгове, които се появяваха след отключване на чертежи\n- Поправен сортирането на оферти за продажба в търговията\n- Коригирани теглата на супите\n- Поправена визуална грешка на иконата за килим на стената\n- Поправено ограничение на камерата при наблюдателницата във Форт Обервър (Fort Observer)\n- Поправен музикален бъг, който не се нулираше правилно след смърт\n- Поправена материя на кафеевото дърво, която винаги беше видима под земята в тъмното\n- Поправен "Сграда Силоз" (Build Silo) в дневника, който понякога не се появяваше\n- Поправени плъхове, които понякога се заклещваха на входа на пещерата\n- Поправен звукът на миньорската машина, който не спираше след бутане на количката\n- Обновени кредити\n- И няколко други средни и малки поправки на грешки	Нови функции и съдържание:\n- НОВО DLC - Уранов проект\n- Нов NPC - Скаут момиче: Купи лимонада (и други специални оферти)\n- Механика на експедициите - изпращай скаут момичето на мисии, за да ти донесе ресурси\n- Отглеждай лимон в бункера си\n\nНови предмети (Основна игра)\n- Лимонови семена\n- Лимон\n- Лимонада\n- Рецепта за лимонада\n- И още много в новото DLC\n\nПоправки на грешки и други промени:\n- Добавена опция да включваш и изключваш лампите и превключвателите с LMB\n- Добавени някои нови статии във вестника\n- Гайгер броят вече може да се разглобява и изработва\n- Поправени липсващи звуци при добиване на минерали и рязане на дървета\n- Поправен бъг, който правеше препъра заклещен след атака по време на смяна на оръжия\n- Някои корекции в потребителския интерфейс\n- Поправена грешка със червения залез след бягане от първата вълча битка\n- Коригирани някои икони за предмети\n- Премахната опцията "отвори", която не правеше нищо на някои сандъци в пустинята\n- Поправена визуална грешка при надграждане на стаята аквариум, която имаше случайни проблеми с визията\n- Поправен "Горският ходещ" (The Bush Walker)\n- Поправено никога не се запазват нива 3-5 в гората\n- Поправена грешка при заклещване на рибарския кей след проверка на счупена камера\n- Поправени случайни визуални бъгове, които се появяваха след отключване на чертежи\n- Поправен сортирането на оферти за продажба в търговията\n- Коригирани теглата на супите\n- Поправена визуална грешка на иконата за килим на стената\n- Поправено ограничение на камерата при наблюдателницата във Форт Обервър (Fort Observer)\n- Поправен музикален бъг, който не се нулираше правилно след смърт\n- Поправена материя на кафеевото дърво, която винаги беше видима под земята в тъмното\n- Поправен "Сграда Силоз" (Build Silo) в дневника, който понякога не се появяваше\n- Поправени плъхове, които понякога се заклещваха на входа на пещерата\n- Поправен звукът на миньорската машина, който не спираше след бутане на количката\n- Обновени кредити\n- И няколко други средни и малки поправки на грешки
Бележки към актуализацията 1.42b (26.09.2025)	Бележки към актуализацията 1.42b (26.09.2025)
Поправени са проблеми с мисията за мляко и яйца в допълнителния пакет "Ферма за животни", която не работеше правилно.\nПоправени са случайни грешки със звука на Гайгеровия брояч: липсващ звук, постоянен звук твърде силен.\nСлайдерът за обем на UI вече влияе правилно върху звуците на Гайгеровия брояч.\nНастроена е мощността и скоростта на консумация на гориво на ядрения генератор.\nПоправено е невъзможността да изпратите Гайгеровия брояч до Минуteman.\nПоправени са някои постижения от допълнителния пакет "Уранов проект", които се отключваха и в началото на играта.	Поправени са проблеми с мисията за мляко и яйца в допълнителния пакет "Ферма за животни", която не работеше правилно.\nПоправени са случайни грешки със звука на Гайгеровия брояч: липсващ звук, постоянен звук твърде силен.\nСлайдерът за обем на UI вече влияе правилно върху звуците на Гайгеровия брояч.\nНастроена е мощността и скоростта на консумация на гориво на ядрения генератор.\nПоправено е невъзможността да изпратите Гайгеровия брояч до Минуteman.\nПоправени са някои постижения от допълнителния пакет "Уранов проект", които се отключваха и в началото на играта.
Бележки към актуализацията 1.42е (27.09.2025)	Бележки към актуализацията 1.42е (27.09.2025)
Премахнато е „Нов текст“, което беше видимо на върха на екрана за някои играчи.\nЯдреният презареждач вече няма да взема гориво от рафинерията.\nПроменено е иконата и лентата на ядрения презареждач в по-подходящ цвят.\nПоправени са вратите към електроцентралата, които оставаха постоянно затворени след бягство от вълци.\nПоправен е проблемът с невъзможността да се отключват постижения: Ветеран на крана, Колекционер на награди, Ядрена енергия	Премахнато е „Нов текст“, което беше видимо на върха на екрана за някои играчи.\nЯдреният презареждач вече няма да взема гориво от рафинерията.\nПроменено е иконата и лентата на ядрения презареждач в по-подходящ цвят.\nПоправени са вратите към електроцентралата, които оставаха постоянно затворени след бягство от вълци.\nПоправен е проблемът с невъзможността да се отключват постижения: Ветеран на крана, Колекционер на награди, Ядрена енергия
Бележки към актуализацията 1.42g (29.09.2025)	Бележки към актуализацията 1.42g (29.09.2025)
Поправени са битките със учените в DLC Uranium, които не работеха с Old Combat System.\nТи вече не можеш да бягаш от змии по време на битката с учените.\nСега можеш да правиш семена от тикви и краставици в питъра.\nВъзстановена е опцията за търговия без нулиране на таймера.\nПоправено е, че аварийният лост не се появяваше в опциите за изработка.\nПоправена е грешката със залепване при изработка.\nПоправено е, че автоплантерът използва твърде много семена при зареждане на играта.\nПоправена е опцията за ускоряване на времето, която не беше достъпна след битка с учените.	Поправени са битките със учените в DLC Uranium, които не работеха с Old Combat System.\nТи вече не можеш да бягаш от змии по време на битката с учените.\nСега можеш да правиш семена от тикви и краставици в питъра.\nВъзстановена е опцията за търговия без нулиране на таймера.\nПоправено е, че аварийният лост не се появяваше в опциите за изработка.\nПоправена е грешката със залепване при изработка.\nПоправено е, че автоплантерът използва твърде много семена при зареждане на играта.\nПоправена е опцията за ускоряване на времето, която не беше достъпна след битка с учените.
Бележки към актуализацията 1.42h (30.09.2025)	Бележки към актуализацията 1.42h (30.09.2025)
Добавено е поддръжка за DLC с уран в режим Sandbox\nДобавена е търговия с д-р Едуард, която се отключва след завършване на DLC\nДобавен е гардероб с уран към случайните награди от заявките на учените\nПоправена е възможността за блокиране на задачи в дневника на задачите след завършване на DLC.\nПоправено е невъзможността да се отключи постижението Expedition 33.	Добавено е поддръжка за DLC с уран в режим Sandbox\nДобавена е търговия с д-р Едуард, която се отключва след завършване на DLC\nДобавен е гардероб с уран към случайните награди от заявките на учените\nПоправена е възможността за блокиране на задачи в дневника на задачите след завършване на DLC.\nПоправено е невъзможността да се отключи постижението Expedition 33.
Бележки към актуализацията 1.42i (01.10.2025)	Бележки към актуализацията 1.42i (01.10.2025)
Поправена е възможността за бъг на Pulse Gun при смяна на оръжията по време на стрелба.\nPulse Gun прегряващата лента вече се актуализира дори когато pulse gun не е активно оръжие.\nПоправено е дублирането на предмети от Auto Harvester при събиране, ако в една стая има повече от един harvester.\nПоправена е липсата на ботуши за Prepper, ако носиш ловни дрехи след hazmat костюм или обратно.\nПоправен е бъг със засядане в диалог с учения в мините.\nПоправено е поставянето на Reactor Safety System преди изчакване на следващия ден.\nПоправена е Veteran Achievement за Crane Machine, която не се отключва при ниво над 10 в минииграта.	Поправена е възможността за бъг на Pulse Gun при смяна на оръжията по време на стрелба.\nPulse Gun прегряващата лента вече се актуализира дори когато pulse gun не е активно оръжие.\nПоправено е дублирането на предмети от Auto Harvester при събиране, ако в една стая има повече от един harvester.\nПоправена е липсата на ботуши за Prepper, ако носиш ловни дрехи след hazmat костюм или обратно.\nПоправен е бъг със засядане в диалог с учения в мините.\nПоправено е поставянето на Reactor Safety System преди изчакване на следващия ден.\nПоправена е Veteran Achievement за Crane Machine, която не се отключва при ниво над 10 в минииграта.
Бележки към актуализацията 1.42j (02.10.2025)	Бележки към актуализацията 1.42j (02.10.2025)
- Поправено визуално ниво на работната маса, което е по-ниско от очакваното след сън с нея в инвентара\n- Поправени изчезващи предмети при разделянето им\n- Намалена честота на появяване на радиационни врагове\n- Поправена задача за изработка на ядрен регенератор и дейонизиращ маяк\n- Поправено отключване на рецептата за лимонада при кликване върху нея, дори ако не сте я купили\n- Поправена неправилна позиция на глобуса\n- Поправена възможност за засядане след битка със учен заради змии, които излизат от картата	- Поправено визуално ниво на работната маса, което е по-ниско от очакваното след сън с нея в инвентара\n- Поправени изчезващи предмети при разделянето им\n- Намалена честота на появяване на радиационни врагове\n- Поправена задача за изработка на ядрен регенератор и дейонизиращ маяк\n- Поправено отключване на рецептата за лимонада при кликване върху нея, дори ако не сте я купили\n- Поправена неправилна позиция на глобуса\n- Поправена възможност за засядане след битка със учен заради змии, които излизат от картата
Бележки към актуализацията 1.42н (08.10.2025)	Бележки към актуализацията 1.42н (08.10.2025)
Добавено е опцията "попитай за" противогаз за Боб\nРегулирани са стойностите на лемон и гуарана за възстановяване на издръжливостта\nДобавена е опция за изработка на Ludus Reiectus\nПоправена е грешката с постижението "The Fisher King", което не отчита правилно статистиките\nПоправено е постижението за приятелство с Xeno, което понякога не се отключва правилно\nПоправени са плъховете, заседнали в тунела\nПоправена е цената на Tesla Coil Gun при търговията с д-р Едуард\nПоправено е Uranium Centrifuge, което понякога не се отключва\nРегулирано е теглото на Антирадиационния костюм	Добавено е опцията "попитай за" противогаз за Боб\nРегулирани са стойностите на лемон и гуарана за възстановяване на издръжливостта\nДобавена е опция за изработка на Ludus Reiectus\nПоправена е грешката с постижението "The Fisher King", което не отчита правилно статистиките\nПоправено е постижението за приятелство с Xeno, което понякога не се отключва правилно\nПоправени са плъховете, заседнали в тунела\nПоправена е цената на Tesla Coil Gun при търговията с д-р Едуард\nПоправено е Uranium Centrifuge, което понякога не се отключва\nРегулирано е теглото на Антирадиационния костюм
Бележки към актуализацията 1.42p (15.10.2025)	Бележки към актуализацията 1.42p (15.10.2025)
Поправени са някои декоративни предмети от DLC Uranium, които не дават чертеж след разглобяване\nПоправен е проблемът с възможността за получаване на някои чертежи от заявка на учен\nНякои варианти на предмети вече могат да се трансформират в облъчени предмети (само тези, които преди това са имали облъчени варианти)\n(пример: боровинки -> облъчени боровинки)	Поправени са някои декоративни предмети от DLC Uranium, които не дават чертеж след разглобяване\nПоправен е проблемът с възможността за получаване на някои чертежи от заявка на учен\nНякои варианти на предмети вече могат да се трансформират в облъчени предмети (само тези, които преди това са имали облъчени варианти)\n(пример: боровинки -> облъчени боровинки)
Бележки към актуализацията 1.42р (29.10.2025)	Бележки към актуализацията 1.42р (29.10.2025)
Change log	Change log
Избери слот	Избери слот
day: <color=#C2D1D1>2</color>\n\n<size=9>version: </size><size=8><color=#C2D1D1>1.43g</size></color>\n<size=9>Game Mode: </size><size=8><color=#C2D1D1>Regular</size></color>\n<size=9>Difficulty: </size><size=8><color=#C2D1D1>Normal</size></color>\n<size=9>DLCs: </size><size=8><color=#C2D1D1>Animal Farm, Uranium Project</size></color>\n<size=9>saved: </size><size=8><color=#C2D1D1>17/08/2026 12:23:57</size></color>\n<size=9>created: </size><size=8><color=#C2D1D1>17/08/2026 12:06:43</size></color>	day: <color=#C2D1D1>2</color>\n\n<size=9>version: </size><size=8><color=#C2D1D1>1.43g</size></color>\n<size=9>Game Mode: </size><size=8><color=#C2D1D1>Regular</size></color>\n<size=9>Difficulty: </size><size=8><color=#C2D1D1>Normal</size></color>\n<size=9>DLCs: </size><size=8><color=#C2D1D1>Animal Farm, Uranium Project</size></color>\n<size=9>saved: </size><size=8><color=#C2D1D1>17/08/2026 12:23:57</size></color>\n<size=9>created: </size><size=8><color=#C2D1D1>17/08/2026 12:06:43</size></color>
123	123
Load	Load
Продължи	Продължи
Нападай с <color=#A9352FFF>Q</color> и <color=#A9352FFF>E</color>.	Нападай с <color=#A9352FFF>Q</color> и <color=#A9352FFF>E</color>.
Тип атака	Тип атака
Показване на съвети	Показване на съвети
Дръж курсора вътре в прозореца.	Дръж курсора вътре в прозореца.
Скорост на камерата по ръба на екрана	Скорост на камерата по ръба на екрана
Клавиатура Камера Скорост	Клавиатура Камера Скорост
Винаги бягай	Винаги бягай
Български превод:	Български превод:
Език	Език
Audio	Audio
Graphics	Graphics
Apply	Apply
Controls	Controls
Game	Game
2 кадъра в секунда	2 кадъра в секунда
52 FPS	52 FPS
Зърнистост на филма	Зърнистост на филма
Високо	Високо
Ниво на детайлност	Ниво на детайлност
Качество на текстурите	Качество на текстурите
Сенчесто качество	Сенчесто качество
Цъфтиш!	Цъфтиш!
Околна тъмнина	Околна тъмнина
Амбиент оклузия	Амбиент оклузия
Дълбочина на полето	Дълбочина на полето
Допълнително изглаждане на ръбовете	Допълнително изглаждане на ръбовете
Антиалиасинг	Антиалиасинг
1.6	1.6
Яркост	Яркост
Пълен екран	Пълен екран
Режим на показване	Режим на показване
x2	x2
Зареждане...	Зареждане...
Синхронизация V-Sync	Синхронизация V-Sync
60 кадъра в секунда	60 кадъра в секунда
Ограничение на кадрите	Ограничение на кадрите
1920x1080	1920x1080
Резолюция	Резолюция
58 кадъра в секунда	58 кадъра в секунда
Music	Music
Effects	Effects
Volume	Volume
Ambient	Ambient
UI	UI
Move camera	Move camera
Time control	Time control
QWERTY	QWERTY
Menu	Menu
Нападение отляво	Нападение отляво
Fast forward	Fast forward
Keyboard layout	Keyboard layout
Move / Quick action	Move / Quick action
Center the camera / Drive around obstacles	Center the camera / Drive around obstacles
Interact	Interact
Blueprints	Blueprints
Inventory	Inventory
Bunker construction	Bunker construction
Gear / Journal	Gear / Journal
Block	Block
S	S
Drive Boost	Drive Boost
Alternate item placement grid	Alternate item placement grid
W	W
T	T
F	F
D	D
CTRL	CTRL
U	U
TAB	TAB
Нападение надясно	Нападение надясно
Custom Bind	Custom Bind
Quick grab	Quick grab
I	I
E	E
Change weapon	Change weapon
B	B
ESC	ESC
Q	Q
A	A
ALT	ALT
SHIFT\n	SHIFT\n
56 кадъра в секунда	56 кадъра в секунда
German	German
Russian	Russian
Турски	Турски
Portuguese	Portuguese
Шведски	Шведски
Корейски	Корейски
Чешки	Чешки
Útok s <color=#A9352FFF>Q</color> a <color=#A9352FFF>E</color>	Útok s <color=#A9352FFF>Q</color> a <color=#A9352FFF>E</color>
Typ útoku	Typ útoku
Zobrazit tipy	Zobrazit tipy
Udržovat kurzor pouze v okně	Udržovat kurzor pouze v okně
Rychlost pohybu kamery (myš)	Rychlost pohybu kamery (myš)
Rychlost pohybu kamery (klávesnice)	Rychlost pohybu kamery (klávesnice)
Běh místo chůze	Běh místo chůze
Jazyk	Jazyk
Nastavení	Nastavení
Zvuk	Zvuk
Grafika	Grafika
Současný jazyk byl přeložen komunitou. Některé části mohou být nedokončené.\n Chcete jej stále používat?	Současný jazyk byl přeložen komunitou. Některé části mohou být nedokončené.\n Chcete jej stále používat?
ANO!	ANO!
Pokračovat	Pokračovat
Ne	Ne
Ukončit	Ukončit
Použít	Použít
Ovládání	Ovládání
Titulky	Titulky
Nová hra	Nová hra
Hra	Hra
DLC je povoleno.	DLC je povoleno.
Připojit se k Discordu	Připojit se k Discordu
Přidejte si jej do seznamu přání!	Přidejte si jej do seznamu přání!
Thai	Thai
โจมตีด้วย <color=#A9352FFF>Q</color> และ <color=#A9352FFF>E</color>	โจมตีด้วย <color=#A9352FFF>Q</color> และ <color=#A9352FFF>E</color>
ประเภทการโจมตี	ประเภทการโจมตี
แสดงคำแนะนำ	แสดงคำแนะนำ
เก็บเคอร์เซอร์ไว้ในหน้าต่าง	เก็บเคอร์เซอร์ไว้ในหน้าต่าง
ความเร็วกล้องขอบหน้าจอ 	ความเร็วกล้องขอบหน้าจอ 
ความเร็วกล้องแป้นพิม	ความเร็วกล้องแป้นพิม
รันตลอด	รันตลอด
ภาษา	ภาษา
ตัวเลือก	ตัวเลือก
เสียง	เสียง
กราฟิก	กราฟิก
ภาษาปัจจุบันได้รับการแปลโดยชุมชน บางส่วนอาจจะยังไม่เสร็จ\nคุณต้องการใช้หรือไม่	ภาษาปัจจุบันได้รับการแปลโดยชุมชน บางส่วนอาจจะยังไม่เสร็จ\nคุณต้องการใช้หรือไม่
ใช่!	ใช่!
เล่นต่อ	เล่นต่อ
ไม่	ไม่
ออก	ออก
ยืนยัน	ยืนยัน
ควบคุม	ควบคุม
เครดิต	เครดิต
เริ่มเกมใหม่	เริ่มเกมใหม่
เกม	เกม
DLC เปิดใช้งาน	DLC เปิดใช้งาน
เข้าร่วม Discord	เข้าร่วม Discord
เพื่มลงในไวริส	เพื่มลงในไวริส
Японски	Японски
Опции	Опции
Аудио	Аудио
Графика	Графика
Изход	Изход
Приложи	Приложи
Кредити	Кредити
Нова игра	Нова игра
Играта	Играта
Присъедини се към Discord	Присъедини се към Discord
Добави го към твоя списък с желания!	Добави го към твоя списък с желания!
Играенето на допълнителното съдържание започва на десетия ден от игровото време, когато получавате писмо с работна поръчка от Агенцията.	Играенето на допълнителното съдържание започва на десетия ден от игровото време, когато получавате писмо с работна поръчка от Агенцията.
Tip: Prepare yourself for the worst	Tip: Prepare yourself for the worst
36 $	36 $
30 $	30 $
70 $	70 $
10 $	10 $
45 $	45 $
1 $	1 $
2 $	2 $
trust	trust
1 lvl	1 lvl
Dr. Edward	Dr. Edward
6 $	6 $
33 $	33 $
17 $	17 $
25 $	25 $
3 $	3 $
50 $	50 $
9 $	9 $
15 $	15 $
5 $	5 $
Henry the Chicken	Henry the Chicken
52 $	52 $
26 $	26 $
100 $	100 $
35 $	35 $
Will the Farmer	Will the Farmer
22 $	22 $
7 $	7 $
80 $	80 $
28 $	28 $
11 $	11 $
187 $	187 $
81 $	81 $
40 $	40 $
Joe	Joe
75 $	75 $
60 $	60 $
Bob's House	Bob's House
44 $	44 $
Jetsons' House	Jetsons' House
Minuteman	Minuteman
4 $	4 $
8 $	8 $
20 $	20 $
Gourmet	Gourmet
Huntress	Huntress
18 $	18 $
37 $	37 $
Tony the Tailor	Tony the Tailor
Jenny	Jenny
21 $	21 $
13 $	13 $
16 $	16 $
38 $	38 $
14 $	14 $
Supermarket	Supermarket
Sergey	Sergey
Nancy's House	Nancy's House
1d 	1d 
12h 	12h 
5h 	5h 
3h 	3h 
2h 	2h 
1h 	1h 
30m 	30m 
0m	0m
OPEN	OPEN
Trade	Trade
Hold	Hold
Stop	Stop
TRADED	TRADED
	
BLUEPRINT	BLUEPRINT
geben	geben
My cash	My cash
- 100 $	- 100 $
2	2
